dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
284479200,1979-01-06 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.4,,6.17,18.49,18.67,20.22,1014,,,42,4.13,123,,,,,,59,803,Clouds,broken clouds,04d
284482800,1979-01-06 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.42,,6.9,16.52,16.59,18.14,1015,,,50,4.01,124,,,,,,51,803,Clouds,broken clouds,04d
284486400,1979-01-06 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.92,,8.17,15.13,14.97,16.92,1017,,,60,3.72,116,,,,,,52,803,Clouds,broken clouds,04n
284490000,1979-01-06 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.63,,9.23,13.98,13.72,15.3,1018,,,70,2.83,110,,,,,,67,803,Clouds,broken clouds,04n
284493600,1979-01-06 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.61,,9.85,13.06,12.65,14.25,1019,,,78,1.91,105,,,,,,90,804,Clouds,overcast clouds,04n
284497200,1979-01-06 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.91,,9.91,12.4,12.05,13.57,1020,,,82,1.97,108,,,,,,93,804,Clouds,overcast clouds,04n
284500800,1979-01-06 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.63,,10.18,12.17,11.71,13.33,1020,,,85,1.69,110,,,,,,83,803,Clouds,broken clouds,04n
284504400,1979-01-06 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.13,,10.37,11.72,10.99,12.91,1020,,,89,1.86,106,,,,,,82,803,Clouds,broken clouds,04n
284508000,1979-01-06 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.24,,9.79,11.74,11.41,12.89,1020,,,85,1.56,117,,,,,,69,803,Clouds,broken clouds,04n
284511600,1979-01-06 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.39,,9.81,10.93,10.55,12.14,1019,,,90,1.18,112,,,,,,30,802,Clouds,scattered clouds,03n
284515200,1979-01-07 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.98,,9.89,10.56,9.99,11.98,1020,,,93,1.14,107,,,,,,38,802,Clouds,scattered clouds,03n
284518800,1979-01-07 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.03,,9.94,10.62,10.12,12.07,1019,,,93,1.26,104,,,,,,78,803,Clouds,broken clouds,04n
284522400,1979-01-07 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.62,,9.85,10.22,9.6,11.81,1020,,,95,1.21,97,,,,,,75,803,Clouds,broken clouds,04n
284526000,1979-01-07 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.05,,9.8,10.61,10.12,12.2,1021,,,92,1.31,94,,,,,,75,803,Clouds,broken clouds,04n
284529600,1979-01-07 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.11,,9.86,10.68,10.19,12.28,1021,,,92,1.21,98,,,,,,73,803,Clouds,broken clouds,04d
284533200,1979-01-07 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.96,,9.69,11.46,11.08,13.09,1022,,,86,1.97,103,,,,,,80,803,Clouds,broken clouds,04d
284536800,1979-01-07 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.83,,9.68,13.25,12.83,15.02,1021,,,76,2.92,108,,,,,,86,804,Clouds,overcast clouds,04d
284540400,1979-01-07 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.76,,9.2,15.09,14.7,16.93,1021,,,65,3.93,111,,,,,,68,803,Clouds,broken clouds,04d
284544000,1979-01-07 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.66,,8.87,15.95,15.53,17.95,1019,,,60,4.04,120,,,,,,58,803,Clouds,broken clouds,04d
284547600,1979-01-07 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.25,,8.8,17.54,17.11,19.69,1018,,,54,4.05,128,,,,,,70,803,Clouds,broken clouds,04d
284551200,1979-01-07 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.54,,7.88,19.8,19.59,21.76,1017,,,44,3.6,133,,,,,,53,803,Clouds,broken clouds,04d
284554800,1979-01-07 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.66,,7.99,19.93,19.73,21.73,1016,,,44,3.81,132,,0.18,,,,34,500,Rain,light rain,10d
284558400,1979-01-07 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.81,,8.12,20.1,20.02,21.88,1015,,,44,4.24,131,,,,,,41,802,Clouds,scattered clouds,03d
284562000,1979-01-07 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.02,,8.64,20.35,20.15,21.99,1015,,,45,4.24,124,,,,,,55,803,Clouds,broken clouds,04d
284565600,1979-01-07 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.57,,9.5,19.96,19.68,21.53,1015,,,49,4.49,117,,,,,,78,803,Clouds,broken clouds,04d
284569200,1979-01-07 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.9,,9.34,15.24,15.09,16.64,1016,,,65,4.12,117,,,,,,84,803,Clouds,broken clouds,04d
284572800,1979-01-07 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.94,,9.94,14.37,14.03,15.75,1018,,,72,3.38,116,,,,,,94,804,Clouds,overcast clouds,04n
284576400,1979-01-07 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.89,,10.12,13.37,13.03,14.56,1019,,,78,2.01,108,,,,,,91,804,Clouds,overcast clouds,04n
284580000,1979-01-07 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.76,,10.37,13.28,12.85,14.4,1020,,,80,1.71,106,,,,,,83,803,Clouds,broken clouds,04n
284583600,1979-01-07 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.97,,10.51,12.54,11.98,13.65,1020,,,85,1.55,107,,,,,,58,803,Clouds,broken clouds,04n
284587200,1979-01-07 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.42,,10.49,12.02,11.33,13.21,1020,,,88,1.56,109,,,,,,53,803,Clouds,broken clouds,04n
284590800,1979-01-07 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.9,,10.31,11.5,11.05,12.64,1020,,,90,1.27,102,,,,,,58,803,Clouds,broken clouds,04n
284594400,1979-01-07 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.86,,10.11,11.43,10.75,12.72,1020,,,89,1.2,87,,,,,,36,802,Clouds,scattered clouds,03n
284598000,1979-01-07 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.76,,10.01,11.32,10.71,12.69,1019,,,89,0.96,87,,,,,,48,802,Clouds,scattered clouds,03n
284601600,1979-01-08 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.67,,9.92,11.22,10.7,12.6,1019,,,89,0.86,82,,,,,,68,803,Clouds,broken clouds,04n
284605200,1979-01-08 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.85,,9.76,11.36,11.06,12.74,1019,,,87,0.83,100,,,,,,69,803,Clouds,broken clouds,04n
284608800,1979-01-08 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.9,,9.98,11.44,10.94,12.84,1020,,,88,0.9,109,,,,,,71,803,Clouds,broken clouds,04n
284612400,1979-01-08 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.19,,10.09,11.74,11.17,13.17,1020,,,87,1.01,115,,,,,,68,803,Clouds,broken clouds,04n
284616000,1979-01-08 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.99,,10.07,11.54,11.05,13.05,1021,,,88,1.08,107,,,,,,70,803,Clouds,broken clouds,04d
284619600,1979-01-08 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.77,,9.96,12.27,11.88,13.77,1021,,,83,1.25,95,,,,,,67,803,Clouds,broken clouds,04d
284623200,1979-01-08 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.02,,10.25,13.51,12.96,15.24,1021,,,78,2.34,109,,,,,,87,804,Clouds,overcast clouds,04d
284626800,1979-01-08 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.62,,10.39,15.09,14.46,16.83,1020,,,71,2.92,124,,,,,,59,803,Clouds,broken clouds,04d
284630400,1979-01-08 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.92,,10.53,16.39,15.72,18.24,1020,,,66,3.11,139,,,,,,59,803,Clouds,broken clouds,04d
284634000,1979-01-08 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.58,,10.92,18.09,17.41,19.86,1018,,,61,3.12,145,,,,,,56,803,Clouds,broken clouds,04d
284637600,1979-01-08 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.1,,10.87,20.62,20.37,21.87,1017,,,52,2.98,146,,,,,,51,803,Clouds,broken clouds,04d
284641200,1979-01-08 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.05,,10.53,20.54,20.26,21.67,1016,,,51,2.96,150,,,,,,54,803,Clouds,broken clouds,04d
284644800,1979-01-08 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.91,,10.41,20.39,20.15,21.45,1015,,,51,3.24,148,,,,,,69,803,Clouds,broken clouds,04d
284648400,1979-01-08 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.02,,10.8,20.54,20.11,21.82,1014,,,52,3.53,141,,,,,,66,803,Clouds,broken clouds,04d
284652000,1979-01-08 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.03,,11.09,20.57,20.15,21.77,1013,,,53,3.11,143,,,,,,85,804,Clouds,overcast clouds,04d
284655600,1979-01-08 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.02,,9.21,16.34,16.24,17.75,1014,,,60,3.36,138,,,,,,89,804,Clouds,overcast clouds,04d
284659200,1979-01-08 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.97,,9.4,15.32,15.29,16.63,1016,,,65,1.94,140,,,,,,95,804,Clouds,overcast clouds,04n
284662800,1979-01-08 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.82,,9.83,14.24,14.05,15.48,1017,,,72,1,88,,0.22,,,,98,500,Rain,light rain,10n
284666400,1979-01-08 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.02,,9.86,13.46,13.34,14.66,1018,,,76,1.34,86,,,,,,88,804,Clouds,overcast clouds,04n
284670000,1979-01-08 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.46,,10.08,12.95,12.67,14.17,1018,,,80,1.27,89,,,,,,59,803,Clouds,broken clouds,04n
284673600,1979-01-08 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.86,,10.23,12.39,11.96,13.59,1019,,,84,1.09,88,,,,,,57,803,Clouds,broken clouds,04n
284677200,1979-01-08 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.08,,9.81,11.59,11.38,12.8,1019,,,86,0.48,99,,0.14,,,,51,500,Rain,light rain,10n
284680800,1979-01-08 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.02,,9.93,11.55,11.53,12.79,1019,,,87,0.78,264,,,,,,45,802,Clouds,scattered clouds,03n
284684400,1979-01-08 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.97,,10.05,11.52,11.31,12.74,1018,,,88,0.91,285,,,,,,46,802,Clouds,scattered clouds,03n
284688000,1979-01-09 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.67,,8.77,10.09,10.1,11.36,1018,,,88,0.95,263,,,,,,74,803,Clouds,broken clouds,04n
284691600,1979-01-09 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.67,,9.26,10.17,9.85,11.63,1018,,,91,0.79,224,,,,,,76,803,Clouds,broken clouds,04n
284695200,1979-01-09 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.04,,9.3,10.52,10.32,11.94,1019,,,89,0.44,241,,,,,,78,803,Clouds,broken clouds,04n
284698800,1979-01-09 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.63,,9.88,11.17,10.96,12.45,1019,,,89,0.51,284,,,,,,84,803,Clouds,broken clouds,04n
284702400,1979-01-09 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.28,,9.87,10.84,10.44,12.17,1020,,,91,0.59,335,,,,,,92,804,Clouds,overcast clouds,04d
284706000,1979-01-09 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.74,,10.36,13.26,13.23,14.35,1020,,,80,0.51,352,,,,,,77,803,Clouds,broken clouds,04d
284709600,1979-01-09 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.18,,10.02,13.64,13.4,15.86,1020,,,76,0.47,272,,,,,,74,803,Clouds,broken clouds,04d
284713200,1979-01-09 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.85,,9.86,14.27,14,15.97,1019,,,72,0.89,237,,,,,,78,803,Clouds,broken clouds,04d
284716800,1979-01-09 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.42,,9.55,14.79,14.59,16.49,1018,,,68,1.48,233,,,,,,91,804,Clouds,overcast clouds,04d
284720400,1979-01-09 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.14,,10.55,19.62,19.48,20.92,1016,,,54,1.99,229,,,,,,71,803,Clouds,broken clouds,04d
284724000,1979-01-09 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.35,,10.51,20.85,20.36,22.47,1015,,,50,2.43,237,,,,,,73,803,Clouds,broken clouds,04d
284727600,1979-01-09 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.99,,10.17,21.47,21.22,22.82,1014,,,47,2.52,231,,,,,,64,803,Clouds,broken clouds,04d
284731200,1979-01-09 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.56,,9.46,20.97,21.06,22.08,1012,,,46,2.48,227,,,,,,73,803,Clouds,broken clouds,04d
284734800,1979-01-09 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.21,,8.82,20.56,20.86,21.85,1012,,,45,2.48,222,,,,,,86,804,Clouds,overcast clouds,04d
284738400,1979-01-09 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.35,,8.68,19.67,20.04,21.13,1012,,,47,3.09,231,,,,,,94,804,Clouds,overcast clouds,04d
284742000,1979-01-09 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.94,,9.86,16.33,15.81,18.26,1014,,,63,1.56,251,,2.41,,,,95,501,Rain,moderate rain,10d
284745600,1979-01-09 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.76,,10.73,15.27,14.78,16.9,1015,,,72,0.85,9,,0.64,,,,94,500,Rain,light rain,10n
284749200,1979-01-09 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.05,,10.86,14.6,14.15,15.9,1016,,,76,1.25,19,,0.35,,,,98,500,Rain,light rain,10n
284752800,1979-01-09 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.12,,11.28,13.75,13.36,14.93,1017,,,83,0.99,38,,0.65,,,,97,500,Rain,light rain,10n
284756400,1979-01-09 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.69,,11.39,13.36,13.01,14.33,1018,,,86,1.17,58,,0.61,,,,99,500,Rain,light rain,10n
284760000,1979-01-09 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.07,,11.47,12.78,12.18,14.12,1019,,,90,1,75,,0.74,,,,95,500,Rain,light rain,10n
284763600,1979-01-09 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.51,,11.25,12.22,11.51,13.57,1018,,,92,0.77,62,,0.29,,,,95,500,Rain,light rain,10n
284767200,1979-01-09 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.94,,10.68,11.59,10.85,13.15,1018,,,92,0.73,65,,,,,,87,804,Clouds,overcast clouds,04n
284770800,1979-01-09 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.66,,10.41,11.28,10.57,13.02,1018,,,92,0.81,42,,0.19,,,,64,500,Rain,light rain,10n
284774400,1979-01-10 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.63,,8.89,10.07,10.01,11.38,1017,,,89,0.78,28,,,,,,50,802,Clouds,scattered clouds,03n
284778000,1979-01-10 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.08,,9.17,10.54,10.49,11.64,1017,,,88,0.66,13,,,,,,39,802,Clouds,scattered clouds,03n
284781600,1979-01-10 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.5,,9.58,11,10.47,12.65,1018,,,88,0.56,353,,0.11,,,,39,500,Rain,light rain,10n
284785200,1979-01-10 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.7,,10.42,12.27,11.92,13.76,1018,,,86,0.57,337,,,,,,41,802,Clouds,scattered clouds,03n
284788800,1979-01-10 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.22,,9.95,11.74,11.89,12.46,1018,,,86,0.8,349,,,,,,52,803,Clouds,broken clouds,04d
284792400,1979-01-10 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.59,,10.76,13.17,12.81,14.63,1019,,,83,0.68,348,,,,,,36,802,Clouds,scattered clouds,03d
284796000,1979-01-10 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.41,,11.6,15.04,14.44,16.57,1019,,,78,0.63,171,,,,,,26,802,Clouds,scattered clouds,03d
284799600,1979-01-10 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.83,,10.8,15.35,14.89,17.07,1018,,,72,1.88,181,,0.11,,,,33,500,Rain,light rain,10d
284803200,1979-01-10 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.64,,10.49,16.11,15.65,17.88,1017,,,67,2.51,185,,0.11,,,,31,500,Rain,light rain,10d
284806800,1979-01-10 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.52,,9.97,18.94,18.85,20.39,1016,,,54,2.71,186,,,,,,26,802,Clouds,scattered clouds,03d
284810400,1979-01-10 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.64,,11.08,21.19,21.15,22.26,1014,,,51,2.79,185,,,,,,52,803,Clouds,broken clouds,04d
284814000,1979-01-10 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,22.11,,11.51,21.71,21.46,22.82,1013,,,51,2.78,180,,,,,,48,802,Clouds,scattered clouds,03d
284817600,1979-01-10 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.96,,11.37,21.54,21.32,22.62,1012,,,51,2.86,179,,,,,,53,803,Clouds,broken clouds,04d
284821200,1979-01-10 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,21.37,,12.78,21.08,20.37,22.23,1012,,,58,2.63,174,,1.39,,,,64,501,Rain,moderate rain,10d
284824800,1979-01-10 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.23,,11.71,19.82,19.61,20.87,1011,,,58,3.57,158,,1.7,,,,67,501,Rain,moderate rain,10d
284828400,1979-01-10 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,15.75,,9.42,15.1,15.04,16.45,1015,,,66,1.55,152,,0.32,,,,86,500,Rain,light rain,10d
284832000,1979-01-10 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.8,,10.62,14.32,14.25,15.29,1016,,,76,1.15,78,,1,,,,94,500,Rain,light rain,10n
284835600,1979-01-10 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.03,,11.55,13.71,13.46,14.75,1017,,,85,1.1,67,,0.71,,,,93,500,Rain,light rain,10n
284839200,1979-01-10 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.73,,11.78,13.46,13.17,14.39,1018,,,88,0.73,60,,0.82,,,,96,500,Rain,light rain,10n
284842800,1979-01-10 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.32,,12.05,13.11,12.53,14.07,1018,,,92,0.6,122,,0.16,,,,89,500,Rain,light rain,10n
284846400,1979-01-10 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.96,,12.02,12.77,12.1,13.82,1018,,,94,0.9,155,,0.25,,,,85,500,Rain,light rain,10n
284850000,1979-01-10 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.66,,11.88,12.46,11.82,13.65,1018,,,95,0.94,169,,0.18,,,,76,500,Rain,light rain,10n
284853600,1979-01-10 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.84,,10.91,11.53,11.05,12.56,1019,,,94,1,223,,0.15,,,,75,500,Rain,light rain,10n
284857200,1979-01-10 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.78,,10.85,11.47,11.06,12.55,1018,,,94,0.48,206,,,,,,76,803,Clouds,broken clouds,04n
284860800,1979-01-11 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.74,,10.97,11.45,10.83,12.72,1018,,,95,0.47,162,,,,,,78,803,Clouds,broken clouds,04n
284864400,1979-01-11 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.82,,11.05,11.54,11.04,12.73,1018,,,95,0.61,113,,,,,,82,803,Clouds,broken clouds,04n
284868000,1979-01-11 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.8,,11.03,11.52,11.05,12.68,1018,,,95,0.55,93,,,,,,80,803,Clouds,broken clouds,04n
284871600,1979-01-11 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.54,,11.42,13.22,12.88,14.24,1018,,,87,0.54,101,,,,,,83,803,Clouds,broken clouds,04n
284875200,1979-01-11 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.43,,11.31,13.1,12.79,14.08,1018,,,87,0.47,121,,,,,,84,803,Clouds,broken clouds,04d
284878800,1979-01-11 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.37,,11.25,13.03,12.71,14.06,1019,,,87,0.76,107,,,,,,74,803,Clouds,broken clouds,04d
284882400,1979-01-11 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.74,10000,8.79,13.05,12.86,14.78,1019,,,72,4.1,80,,,,,,75,803,Clouds,broken clouds,04d
284886000,1979-01-11 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.88,,10.49,13.41,13.31,14.66,1018,,,80,2.32,139,,0.2,,,,45,500,Rain,light rain,10d
284889600,1979-01-11 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.07,,10.3,13.57,13.47,15.09,1017,,,78,2.86,145,,0.2,,,,47,500,Rain,light rain,10d
284893200,1979-01-11 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18,,10.38,17.45,17.73,18.74,1016,,,61,3.26,146,,0.14,,,,56,500,Rain,light rain,10d
284896800,1979-01-11 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.56,,11.49,20.13,20.21,21.22,1014,,,56,3.43,144,,0.12,,,,59,500,Rain,light rain,10d
284900400,1979-01-11 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.42,,11.36,19.98,19.95,21.07,1013,,,56,3.4,139,,0.1,,,,57,500,Rain,light rain,10d
284904000,1979-01-11 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.88,,10.85,19.39,19.55,20.22,1013,,,56,3.42,134,,1.61,,,,66,501,Rain,moderate rain,10d
284907600,1979-01-11 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.42,,11.46,18.98,18.88,20.11,1013,,,60,4.26,131,,1.41,,,,61,501,Rain,moderate rain,10d
284911200,1979-01-11 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.08,,13.07,19.81,19.32,21.37,1014,,,64,3.44,122,,0.32,,,,53,500,Rain,light rain,10d
284914800,1979-01-11 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.92,,11.12,14.5,14.21,16.06,1015,,,78,3.4,115,,0.15,,,,74,500,Rain,light rain,10d
284918400,1979-01-11 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.07,,11.05,13.67,13.43,15.04,1016,,,82,2.4,109,,0.12,,,,87,500,Rain,light rain,10n
284922000,1979-01-11 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.75,,11.28,13.4,13.19,14.53,1017,,,85,1.96,112,,,,,,88,804,Clouds,overcast clouds,04n
284925600,1979-01-11 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.47,,11.52,13.17,12.94,14.24,1018,,,88,1.84,110,,0.12,,,,89,500,Rain,light rain,10n
284929200,1979-01-11 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.12,,11.85,12.89,12.37,14.03,1019,,,92,1.95,109,,,,,,68,803,Clouds,broken clouds,04n
284932800,1979-01-11 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.6,,11.66,12.37,11.94,13.49,1019,,,94,1.97,104,,,,,,69,803,Clouds,broken clouds,04n
284936400,1979-01-11 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.16,,11.38,11.91,11.44,13.06,1019,,,95,1.86,101,,,,,,77,803,Clouds,broken clouds,04n
284940000,1979-01-11 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.77,,10.84,11.46,11.13,12.69,1018,,,94,1.44,107,,,,,,85,804,Clouds,overcast clouds,04n
284943600,1979-01-11 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.78,,11.01,11.49,11.13,12.71,1018,,,95,1.38,101,,,,,,84,803,Clouds,broken clouds,04n
284947200,1979-01-12 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.41,,10.32,11.03,10.78,12.37,1017,,,93,0.99,78,,,,,,81,803,Clouds,broken clouds,04n
284950800,1979-01-12 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.3,,10.21,10.91,10.59,12.22,1017,,,93,0.72,66,,,,,,82,803,Clouds,broken clouds,04n
284954400,1979-01-12 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.24,,10.47,10.9,10.4,12.11,1017,,,95,0.85,48,,,,,,77,803,Clouds,broken clouds,04n
284958000,1979-01-12 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.54,,10.29,11.15,10.88,12.34,1018,,,92,0.56,74,,,,,,84,803,Clouds,broken clouds,04n
